,CensusTract,rating,review_count,total_resturants,Mexican,American (New),Food Trucks,Cafes,Coffee & Tea,Italian,Breakfast & Brunch,Burgers,Japanese,Korean,American (Traditional),Mediterranean,Seafood,Chinese,Pizza,Sandwiches,Bakeries,Barbeque,Thai,Ramen,Tacos,Sushi Bars,Bars,Latin American,Asian Fusion,Filipino,Food Stands,Indian,French,Delis,Vegan,Vietnamese,Diners,Sports Bars,Middle Eastern,Persian/Iranian,Salad,Salvadoran,Cocktail Bars,Wine Bars,Chicken Wings,Street Vendors,Taiwanese,Creperies,Hot Dogs,Caribbean,Hawaiian,Brazilian,Southern,Soul Food,average resturant price,Unnamed: 0,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unnamed: 0.1,africanamerican138,africanamerican200,age_0_15_138,age_0_15_200,age_16_18_138,age_16_18_200,age_19_20_138,age_19_20_200,age_21_25_138,age_21_25_200,age_26_59_138,age_26_59_200,age_60_64_138,age_60_64_200,age_65up_138,age_65up_200,asian138,asian200,census_tract,female138,female200,latino138,latino200,male138,male200,multi_race138,nativeamerican138,nativeamerican200,other138,otherrace200,pacific_islander138,pacificislander200,service_area,two_more200,white138,white200,percent_bachelors,africanamericantotal,age_0_15_total,age_16_18_total,age_19_20_total,age_21_25_total,age_26_59_total,age_60_64_total,age_65up_total,asiantotal,femaletotal,latinototal,maletotal,multi_racetotal,nativeamericantotal,othertotal,pacific_islandertotal,whitetotal,total_pop,bachelors_percap,138_percap,200_percap,tract_group
age_26_59_138,0.02283781363077622,0.158396116133879,0.03705754135641385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08910853629088863,0.3364952186581113,0.3445061993535813,0.3013034832177212,0.5232919609374291,-0.5633259694601627,0.20296577282023864,-0.06914998784550216,-0.16142780207748,0.032638408380156324,-0.18728391603586267,-0.6321146893302629,-0.46100307986046113,-0.5208101083930939,-0.4311300123400136,0.6638852902840161,0.6243702625395956,-0.5759745401570863,0.5046891566854849,-0.12177535382960979,0.4352556410864813,0.5333007432140242,-0.46779840882870477,0.2541747491167441,0.5307402255587415,0.09633155840638041,0.16922344842467849,-0.35111405851246835,0.2191773400358436,0.1598662058324346,0.2524476106040303,-0.20985237550013897,-0.058238926217683576,-0.06901669419981005,0.31667353038457696,0.15792404761045145,0.497926629300028,0.48374855023561186,0.8609211891196334,0.83689292987755,0.8478341041791865,0.8222208021864523,0.6194759138163645,0.6939889369141065,0.553425863905512,0.6449358077927951,1.0,0.9897957492065772,0.851560274246236,0.8599576152759623,0.67000963280637,0.6782419953204472,0.30517492633728144,0.31296194135463007,0.022837813630776,0.9539056893997295,0.9451470441780437,0.8506894108263002,0.8330540064574462,0.9663741235701129,0.9607433577786967,0.4321649795505832,0.5329757956858201,0.5394371447219336,0.6609669638232174,0.645153059070213,0.27478226231045444,0.2636819899136426,0.21368043251411903,0.4068659867299054,0.07214978678941932,0.06572359731558769,-0.5229019247599256,0.49048908035499883,0.852606478493844,0.8370190667173186,0.662706970912263,0.6044343834022491,0.9965524613106745,0.859727127792904,0.6765475375819155,0.31026659542141016,0.9520237582758404,0.8426179761815481,0.9659403570078444,0.4193464163835238,0.5411355853822724,0.6562853143206657,0.27001327439109896,0.06869980959024904,0.961807534176943,-0.5229019247599269,0.9630730749671516,0.9557058494744112,0.022419678801965194
age_26_59_200,-0.007140081359709193,0.16150481250450327,0.012807388740899144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049646682034635056,0.34558061044267396,0.3490764817602942,0.3139706625707012,0.5592588454495147,-0.5880231475776675,0.17928900676616405,-0.06804450860011389,-0.16390610749026752,0.031831656279621645,-0.19556922588196907,-0.6303026666746551,-0.4617204970213124,-0.5360578678113421,-0.4473392869916593,0.6368376042408721,0.6135136145173533,-0.6000310979748315,0.5214125294727782,-0.11635822768244916,0.4735481537864873,0.5420756695532436,-0.44180506386203855,0.2859970025085671,0.5164052783668531,0.0618452276469787,0.1510405759938881,-0.36879299960108386,0.2206376021676612,0.17032097396061555,0.26010253020230784,-0.218285340202047,-0.0576208907648468,-0.0680135622888972,0.3088960406248576,0.11608987777686035,0.46351204562226245,0.4543220926073056,0.8713723697820694,0.8624509721097384,0.8587680383623072,0.848454669471059,0.6000495941251297,0.6905428418805359,0.5237914980841754,0.6292718437307712,0.9897957492065772,1.0,0.8428803014728828,0.8717579384971496,0.65927307218292,0.6833409213720301,0.2886150445758636,0.3048270836761512,-0.007140081359709303,0.949464621559164,0.9601076206582494,0.8659405695010741,0.8629462492012088,0.9588266811878298,0.9717683880515862,0.40574967623430497,0.513747384557667,0.5305462884059029,0.6490438831518134,0.6407785454451365,0.2806676610900281,0.2749292566280643,0.18037089108363638,0.389519793247729,0.0417157182610531,0.045251875360587605,-0.549863755566527,0.4587882148597752,0.8712853487913902,0.856433484996028,0.6519534257038477,0.5821810385097886,0.9982053572303375,0.8628097644418306,0.674876703168407,0.2984482144546327,0.9584985199239637,0.8662482122783106,0.9688512018269524,0.39792940606508004,0.5272862087051557,0.6484337642805658,0.2789412727793615,0.04382444635300711,0.9665551561569317,-0.5498637555665261,0.9570968788784359,0.9687814414149636,-0.006973678325445778
age_60_64_138,-0.019100135092987382,0.1758660294394572,0.01538567274922632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035682914070688465,0.34692666728534854,0.3513904768675726,0.31427950203295785,0.40938779141009923,-0.5067663896476031,0.32767362955119667,-0.02287521406947587,-0.15842338753724539,0.024158312001872236,-0.05394249651823673,-0.5441343031704496,-0.38958352754179554,-0.4598038713032849,-0.3844684826567075,0.5367069315433131,0.5269890514312645,-0.524466927894601,0.49583772039233526,-0.06926178142657041,0.3755126816147403,0.4363798915079978,-0.33955661272018656,0.22586521593577813,0.43286733578036646,0.016858682629402624,0.06488665877068371,-0.30227860247319377,0.28307770397187404,0.13079554295173848,0.14549920593653073,-0.1094974564152935,-0.046618174348209904,-0.054275418179898484,0.3830562897686895,0.10116750106184635,0.5817756653569914,0.5699717069911177,0.7125272757260167,0.7104369449755161,0.7286812420325498,0.7224781306431554,0.4721535961133088,0.5464671220318661,0.3738304449988975,0.4584665595961002,0.851560274246236,0.8428803014728828,1.0,0.9841034166188609,0.7988910621511873,0.8021421472127848,0.23394626315391542,0.24818610353676124,-0.01910013509298747,0.8090456039026598,0.8159076280007883,0.6803138708732811,0.677100465986039,0.821095500655416,0.8245350830711695,0.40292425594331144,0.6481763544546549,0.6490215601881916,0.5907796130401123,0.5897024001525627,0.202637485328035,0.20092808151104338,0.1804566600505115,0.39060197177122385,0.041553693890292974,0.04888117088646024,-0.5175587791676651,0.5756988194944707,0.7152712194014097,0.7281055196589535,0.514696268719953,0.4205161367596979,0.8486300545103169,0.9947541427416221,0.8029162286702206,0.24253994152537686,0.8155001531123571,0.6800649255126571,0.8253673403781929,0.3972844366654788,0.6543360180200335,0.5937627801600562,0.20275778736212882,0.04580736816650487,0.8228740252125232,-0.5175587791676654,0.817542944794213,0.8226497143537465,-0.01780483369059728
age_60_64_200,-0.05312758298437411,0.1720794475722432,-0.010921823330947518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008419019545834993,0.3601296247428533,0.356775835224973,0.33389079641160774,0.45692899183225605,-0.5374452588524724,0.28813148277223977,-0.03138457535995029,-0.15612692376336762,0.025802329420119126,-0.06874011624335583,-0.5518909448399496,-0.39764869202691955,-0.4848328518502355,-0.4072306061087822,0.5182875006294635,0.5212962085566142,-0.5565910298478892,0.5121867402790455,-0.057484586866622625,0.4233051286998005,0.45374050853876885,-0.3153912708651408,0.2612697377660295,0.419192521180469,-0.009286171695871082,0.05102022200310218,-0.3326020204187866,0.2761025660599347,0.14860242602347065,0.15230698751842117,-0.1125190800653039,-0.05145952826023151,-0.055438200956990306,0.36508835342794066,0.056119026374179495,0.5399905257531952,0.5338934858323507,0.7387881624612476,0.7499474362914289,0.756940480243473,0.7643395586125138,0.48434547875567885,0.5731855009640573,0.37966798850633804,0.4775027629742377,0.8599576152759623,0.8717579384971496,0.9841034166188609,1.0,0.790220329208929,0.8138585813862681,0.24068309487447556,0.2619305098536661,-0.05312758298437399,0.8285150236885491,0.852863526974921,0.7135888469365654,0.7233968709833619,0.8325125318324117,0.8545549598090578,0.39460898669777394,0.5950665178480896,0.6104525246804308,0.5895763388030159,0.5950105240077549,0.2148899391342345,0.2179777067623251,0.1460473607833018,0.39112989589964037,0.027608875120017935,0.044500991888612076,-0.5487634501600126,0.5370167843381353,0.7488412290523906,0.7639765992892557,0.534889311096131,0.43344739776897584,0.8689727315159299,0.9971081076388936,0.8059309495771,0.2532659413057668,0.8448829906801143,0.7208378964629839,0.8473136354877763,0.3938976669532148,0.6085628900767273,0.5961265582088519,0.2177696515060803,0.037238798648950515,0.8487023426676046,-0.5487634501600133,0.833132461843145,0.856316072284527,-0.05111412423053492
age_65up_138,-0.02463551509932655,0.12843218260132805,0.2342106580244298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012529102466196311,0.24357211242101853,0.23839568689701895,0.22861111564609393,0.2116619337968727,-0.364419531012249,0.2077715026470906,-0.011061287527924447,0.11926077105042486,0.0246777955108404,-0.01848914114914999,-0.4671692693712285,-0.3141445151909324,-0.3329835744233403,-0.2595653331510709,0.4241212430573617,0.41542744386414243,-0.3385013926354084,0.3722304483245786,-0.05385430678890046,0.17932460361054975,0.27008381961142425,-0.32731959847082986,0.10015381028896914,0.37973563914645375,0.09717481839616328,0.0759656584849862,-0.20215307023183313,0.16937178140209455,0.10832334316083907,0.10069894723972742,-0.07718639976118465,-0.030585249507579525,-0.03523116879238042,0.23756083425757996,0.07190585280722725,0.372067134939987,0.36743278838159077,0.46457555801167083,0.46127039557355987,0.4910640595122356,0.4828392548950265,0.32802789379591746,0.3788167609253069,0.28566478821576496,0.3456988624142835,0.67000963280637,0.65927307218292,0.7988910621511873,0.790220329208929,1.0,0.9890057891491152,0.4908664723801852,0.5044418388350561,-0.02463551509932656,0.6194125872431765,0.6254125446034542,0.4501898494708766,0.44697442088237405,0.6213001841692547,0.6244693462688117,0.41490556710518695,0.4625618492387714,0.47008081211473307,0.4271347996408719,0.42703539602306445,0.15805580689533225,0.159929547468394,0.10764236329289793,0.40068651336245525,0.13304669392264354,0.13506468196722327,-0.337248397562049,0.36978034287794104,0.465314136367621,0.4884455779238637,0.35712426478282244,0.3188528415104597,0.6654292472438853,0.7970208239191674,0.996386966486531,0.49965187348028045,0.6247746979185965,0.4494045203883018,0.6248522347684023,0.40824062893551244,0.47066940615584496,0.4296645943199007,0.1599507274550039,0.13453225254709816,0.6267558326904749,-0.3372483975620487,0.6223256155224923,0.6268729649981174,-0.02352848274025117
age_65up_200,-0.053622715098597805,0.13229561121663247,0.20632922025453307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024010532548938715,0.2575073812662754,0.24971096555957253,0.24391631564396357,0.24631950174008382,-0.38931434814205956,0.17804255860621865,-0.016036187344480875,0.12626910560217106,0.02779946945673541,-0.022373412597970405,-0.47378979327265786,-0.32114728916212815,-0.35191759019157504,-0.2783798297932795,0.4068499957155778,0.40893196758542744,-0.3590768025351629,0.3866639688946114,-0.047449739808231015,0.21187492230165214,0.2765872262178475,-0.3086864945892043,0.12192180542781335,0.3734031935922306,0.07216810323683887,0.06629159884208011,-0.22375755676668924,0.16710230162785822,0.12878184632731013,0.10714664948356165,-0.08164064693641415,-0.03316498336525555,-0.03728248071616597,0.2277864241678441,0.036501381197477374,0.34192568877580315,0.34098624302612923,0.4781457655698252,0.48714377183325397,0.5052084214091587,0.5095034544211623,0.3306982403463334,0.39307213727595075,0.284995516284733,0.3555473667411912,0.6782419953204472,0.6833409213720301,0.8021421472127848,0.8138585813862681,0.9890057891491152,1.0,0.49298904547935807,0.5154230203790954,-0.053622715098597784,0.6291572553775849,0.6506154536770243,0.4711569238960111,0.4791432775013189,0.6288844625130758,0.6477031489665297,0.4119127979169417,0.4456846866154094,0.46428302895362444,0.4230364566419795,0.4300775916823202,0.16788561328590199,0.175888782073664,0.07848447789046371,0.40678130550991015,0.1253139078654308,0.13597378736017157,-0.3578936118104193,0.34164584918988844,0.48561255871681686,0.5095497590552976,0.3661478919898024,0.32381748618560724,0.6829021524461665,0.812027533000441,0.9979915750209292,0.506803194127176,0.6432590456256807,0.4768039901357466,0.641288453526604,0.41032996859924464,0.4595901238778406,0.4294611442330489,0.1732752235216191,0.13166961281518835,0.6442935352916371,-0.3578936118104192,0.6310438546287592,0.6511872263989209,-0.05193727236464584
asian138,0.03345112363677724,0.053468627437784896,0.3188045269695489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04079806607212677,0.08902285234494026,0.097059310235385,0.0740448987048992,-0.09766007733331028,-0.12283007440601124,-0.1438113640876839,0.019377602978916483,0.6748902750118801,0.05718969290431414,0.01960553592640089,-0.23006943125792587,-0.16004187719863838,-0.12108266237227686,-0.07739835862483962,0.24649823455893968,0.16305093361078477,0.02993038321911017,0.08889187559626846,-0.013020674673984645,-0.12270504944315619,-0.07649004133155385,-0.31244626093527766,-0.06339457546182167,0.1922073741528883,0.37566509715718915,0.17409670964550886,-0.07228958384363435,-0.08610060847825797,0.1363477083133104,-0.07034868835878928,0.10555544763366183,-0.03996747486406751,-0.00936892165318805,-0.04219198267272345,0.06935586900428303,-0.08987602673655154,-0.09311049578228502,0.01748461006870745,0.007301156443855836,0.028158998614849207,0.017875482589479453,0.38780332897805747,0.3565344233499861,0.514414559937838,0.49820558098999346,0.30517492633728144,0.2886150445758636,0.23394626315391542,0.24068309487447556,0.4908664723801852,0.49298904547935807,1.0,0.9910212958436779,0.033451123636777394,0.26201916741562303,0.24832198354100288,0.03973109794640349,0.031134888721840046,0.27340162509463245,0.2590545243632499,0.4353399536236767,0.11282613170147082,0.10779093505103392,0.14139264079499253,0.13325932273067545,0.11948781824152507,0.10677507541240044,0.0013381111654992,0.4203628834177654,0.3406492490084116,0.29789795743631775,0.09296092800137205,-0.09171303700183377,0.012071755261511616,0.022597672634216883,0.37220820963074125,0.5075594678709717,0.29629417568678124,0.23874149252234808,0.4934114616447296,0.997120864174174,0.25514118050978446,0.03492473063958598,0.2660822856098605,0.4283144247872644,0.11111690496044077,0.13778347003180097,0.1129853603909699,0.3173377946246012,0.2612987803293448,0.09296092800137196,0.2684332886811406,0.254351557003598,0.03467172585761781
asian200,0.021001105749875043,0.060417751454334735,0.31740391793375977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02594570965704024,0.09923800623275887,0.10583483796848472,0.08480360421921161,-0.09419179662067732,-0.13348033950525237,-0.1530865175094797,0.02249642587142382,0.7008414860295675,0.06508803724040264,0.016134534151224247,-0.22868557783323334,-0.16210485257562085,-0.12134415036265764,-0.0807775215364672,0.21574433188723444,0.15308270396131818,0.024157355161043163,0.09942329708699107,-0.009955911098975026,-0.11583775486040748,-0.0808292426503455,-0.2950176839898337,-0.05171424849972967,0.20209418401023851,0.3205099256462461,0.1568530943620267,-0.07467677259770415,-0.06847414669299748,0.15787972960465874,-0.046988168645075594,0.0699510472167667,-0.025756426842114565,-0.007900701106933816,-0.05084683348643256,0.05543414987353578,-0.09999086136073389,-0.10145372294084373,0.022905367801077606,0.01674076775032068,0.033209448291076485,0.026828176204959,0.3210994960142897,0.3028108168133841,0.43852929303789917,0.43503313130470217,0.31296194135463007,0.3048270836761512,0.24818610353676124,0.2619305098536661,0.5044418388350561,0.5154230203790954,0.9910212958436779,1.0,0.021001105749874974,0.2539962138924474,0.25045266997474497,0.04294438844679791,0.037960291141924535,0.26419914960032453,0.2597047684846293,0.41163576993204054,0.1064177941157292,0.1066696195142055,0.1323524339758168,0.13047848031778833,0.11802215025534682,0.10943261037468074,-0.015361320988482119,0.40489043485908677,0.3091015201400458,0.27940383611679387,0.08699747635893103,-0.10086260083311759,0.019695669837264035,0.02981989891152376,0.31234879804872645,0.438216676387648,0.30900597406057434,0.2570733472009979,0.5121112253358552,0.9983066119945221,0.2528126729407427,0.04020395143463169,0.2624131861275963,0.40914788226440946,0.10748977002376346,0.13212454842727162,0.11382746808323839,0.2930951222915174,0.2583057805624845,0.08699747635893107,0.2598070851008205,0.2557624112127328,0.022749427549801433
census_tract,0.9999999999999982,-0.11941337798032889,0.14553781727946521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9381701938299474,-0.1661620670480353,-0.1731186933585108,-0.14591001534880652,-0.055476397672684474,-0.09703274702707267,0.26841070929605515,-0.010196944571879536,0.042737862115302366,0.14266307690766747,-0.13410091705126137,-0.028528754217706866,0.014562377065075979,0.10302410769943575,0.14476199764570793,0.1454473829995131,0.10920775342234158,0.015217226665736812,0.03141093205679414,-0.04431564947909234,-0.19163909355170416,0.07475324133137899,-0.1937447299065672,-0.17972497890202357,0.14395563877472708,0.2380383189850956,0.09917100308364328,0.03733944081336422,-0.21066440354364976,-0.17986649103861882,-0.009570943969494566,0.012699360147140687,-0.0016483178575010873,-0.02329575073529384,0.001895372349592155,0.7139374173648477,0.19121632575059935,0.18824407523239736,0.028082727813131918,-0.0033596564989354146,0.020433875745441178,-0.013280568798765454,0.05724287859620692,0.032725332610058305,0.06106400476247504,0.040847953083495356,0.022837813630776,-0.007140081359709303,-0.01910013509298747,-0.05312758298437399,-0.02463551509932656,-0.053622715098597784,0.033451123636777394,0.021001105749874974,1.0,0.03571979038128396,0.0011416141264376921,-0.0016584804295071264,-0.027630224734580613,0.0265846508618113,-0.007277969109777911,0.002662025367621965,0.02485587598085022,0.003099953901145193,0.06555984179720534,0.05363982123870832,0.10434728278406305,0.10345352055063457,0.7609646100598091,-0.019315521899733804,-0.12748565699994802,-0.1487901739052966,0.08101186140250495,0.18971700156910856,0.01122917018776967,0.0019204159067566244,0.044044602284784275,0.05044791724297781,0.005440512883690259,-0.038774473226098415,-0.0413501571289217,0.02646427812070306,0.016354250532604007,-0.016463017430005118,0.0075527816291111535,-0.009643006763333541,0.01339798841336606,0.05941319537302783,0.10440164331374413,-0.13987036965084979,0.012090029289499607,0.08101186140250487,0.03136195538978496,-0.002985973790456921,0.9993367487170809
female138,0.03571979038128372,0.17524615689979128,-0.0786307666993689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10788564867502494,0.3349373326319166,0.3173445899752882,0.3243974675158652,0.6016606356451523,-0.6371597594453278,0.2402823047255477,-0.08568505413010784,-0.21227129285931554,0.023765565945280686,-0.23538455480744305,-0.6358643104865878,-0.46668393234618205,-0.5757726710408546,-0.4807204414478201,0.715735268544395,0.662995910872841,-0.6612679275719223,0.5324455615414494,-0.07859947791486613,0.5053607878226568,0.6228215844910097,-0.43969645097824706,0.33068873673439403,0.4829737183034349,0.10606386134027385,0.15453648074334184,-0.4022473822501794,0.2175757126367214,0.0655249903989994,0.22668059646720382,-0.13790961921176645,-0.11604298780130184,-0.055854492080613216,0.3587435969787186,0.17248947531021983,0.5482787327481292,0.5337936727254688,0.9387113279832341,0.916824534009765,0.9345800753204422,0.9111516932034077,0.7532323085454785,0.8248444551868283,0.6464394752290659,0.7332438999532382,0.9539056893997295,0.949464621559164,0.8090456039026598,0.8285150236885491,0.6194125872431765,0.6291572553775849,0.26201916741562303,0.2539962138924474,0.03571979038128396,1.0,0.9870659123484357,0.9119094378748025,0.8959785241668007,0.9872106863656268,0.9783864599479667,0.361946435775367,0.4737619934994681,0.4759630964317287,0.6603018584125048,0.6378893597238238,0.280853551841806,0.26673465867303586,0.26126412724704096,0.3283408947430385,-0.04417902902785841,-0.06251692677843504,-0.6143421781149464,0.5407074274428142,0.9319778761879213,0.9253087162369164,0.7954009702020255,0.6952574624980178,0.9536987435169053,0.8234236682441083,0.6266823740991242,0.25804890355485405,0.9959132993425506,0.9049517396073468,0.9850341291343254,0.3442536741365779,0.47911397991305343,0.6519939872451969,0.2744216747702694,-0.054669865578066024,0.9936769870069929,-0.6143421781149464,0.9969492980688827,0.9858426311993191,0.03552924316890038
female200,0.0011416141264371752,0.18025405402861103,-0.09920833207533342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06419584072302843,0.36112789426556213,0.34052184119206075,0.3513324685345211,0.6362788831291099,-0.6647630454014358,0.22616408308576902,-0.0809074019884553,-0.216282941091414,0.02340026247419469,-0.22354704247599155,-0.641735035345377,-0.4711130331204024,-0.5949793873912564,-0.5005729560639359,0.6801315735067945,0.6472156194563649,-0.6841627293102831,0.5517842949777068,-0.06913677309193972,0.5394285753389341,0.6265627587509105,-0.40494744459511994,0.3639287978174361,0.4654900268975688,0.0634943917780071,0.1273740956662408,-0.42323412435600627,0.21907974518910284,0.09666518252868964,0.23552307480314333,-0.1435495477694425,-0.12075778219632065,-0.05172885429079309,0.35277135646111113,0.12877938495313676,0.5176839111654652,0.5092308143201726,0.9342102025941318,0.9403305570202146,0.9342741909587818,0.9355837221713615,0.7129927577842774,0.8029228438415399,0.6018089378852278,0.7043837969249384,0.9451470441780437,0.9601076206582494,0.8159076280007883,0.852863526974921,0.6254125446034542,0.6506154536770243,0.24832198354100288,0.25045266997474497,0.0011416141264376921,0.9870659123484357,1.0,0.9128662891476672,0.9174446570394315,0.9728362894663877,0.987750350111679,0.3509308210212335,0.47007940213622035,0.48793935134036714,0.6463471431538744,0.6361754037858073,0.2868237824838408,0.2814864904859779,0.22648560424371617,0.3282980594087495,-0.060748290926604144,-0.06777529098677214,-0.6431469469119905,0.5134018067423086,0.9426005207404031,0.938644399160203,0.7650322666138236,0.6589191752299938,0.9562146200054459,0.8403846545748874,0.6415766048240674,0.2500799188155019,0.9975108266687037,0.9175985683714412,0.9840135036108563,0.3393512331269286,0.48380328548453655,0.6446742176649705,0.28535547837133957,-0.06488151569856715,0.993995884396962,-0.6431469469119891,0.9832685108279939,0.9970647623121756,0.0015919637158119777
